Fish ID,Fish Name,Rarity,Habitat
525,Grim Angler Ultra,Uncommon,Deep Abyss
526,Plasma Marlin Ultra,Rare,Corporate Canals
527,Lunar Piranha Delta,Legendary,Neon Harbor
528,Quantum Shark Prime,Legendary,Neon Harbor
529,Echo Leviathan Ion,Legendary,Flooded Metro
530,Turbo Manta MK-II,Uncommon,Deep Abyss
531,Quantum Angler X,Uncommon,Flooded Metro
532,Quantum Pike Pulse,Common,Flooded Metro
533,Scarlet Ray Delta,Legendary,Toxic Reefs
534,Grim Guppy Vortex,Epic,Deep Abyss
535,Quantum Crawler Flux,Epic,Skywater Reservoir
536,Static Eel MK-I,Epic,Deep Abyss
537,Drift Dragonfish Delta,Rare,Toxic Reefs
538,Ghost Perch Protocol,Legendary,Blackwater Trenches
539,Lunar Bass Vortex,Epic,Corporate Canals
540,Grim Catfish Prime,Epic,Skywater Reservoir
541,Hydra Leviathan Ion,Common,Flooded Metro
542,Titan Shark Flux,Rare,Skywater Reservoir
543,Storm Marlin Protocol,Legendary,Frozen Docks
544,Chrome Shark MK-I,Uncommon,Flooded Metro
545,Echo Snapper Nova,Uncommon,Frozen Docks
546,Venom Bass Protocol,Epic,Frozen Docks
547,Turbo Tuna Specter,Uncommon,Skywater Reservoir
548,Radiant Angler Zero,Legendary,Frozen Docks
549,Drift Jelly Protocol,Common,Frozen Docks
550,Nova Seahorse Ultra,Legendary,Neon Harbor
551,Crystal Minnow Ion,Epic,Frozen Docks
552,Turbo Barracuda Delta,Rare,Flooded Metro
553,Lunar Bass Echo,Legendary,Toxic Reefs
554,Neon Squid Specter,Common,Skywater Reservoir
555,Pulse Dragonfish Flux,Legendary,Corporate Canals
556,Neon Leviathan Protocol,Epic,Corporate Canals
557,Glitch Shark MK-II,Rare,Toxic Reefs
558,Abyss Crawler MK-II,Legendary,Neon Harbor
559,Turbo Koi Ultra,Legendary,Flooded Metro
560,Echo Perch X,Common,Deep Abyss
561,Nova Crawler Nova,Rare,Neon Harbor
562,Scarlet Angler Cipher,Legendary,Skywater Reservoir
563,Abyss Crawler Specter,Epic,Frozen Docks
564,Holo Minnow Reactor,Uncommon,Frozen Docks
565,Obsidian Swordfish X,Uncommon,Blackwater Trenches
566,Pulse Catfish MK-I,Uncommon,Skywater Reservoir
567,Vapor Manta Protocol,Epic,Deep Abyss
568,Nova Perch Core,Legendary,Corporate Canals
569,Grim Dragonfish Cipher,Uncommon,Deep Abyss
570,Circuit Pike Ion,Legendary,Neon Harbor
571,Nova Crawler Ultra,Common,Corporate Canals
572,Vapor Crawler Specter,Common,Skywater Reservoir
573,Holo Koi Echo,Epic,Neon Harbor
574,Radiant Whale Protocol,Legendary,Flooded Metro
575,Nano Catfish X,Common,Neon Harbor
576,Ghost Ray Cipher,Legendary,Deep Abyss
577,Crystal Seahorse Vortex,Uncommon,Neon Harbor
578,Solar Marlin MK-I,Uncommon,Frozen Docks
579,Scarlet Seahorse Specter,Rare,Neon Harbor
580,Echo Leviathan Pulse,Rare,Deep Abyss
581,Solar Piranha VX,Rare,Corporate Canals
582,Static Kraken Ultra,Epic,Deep Abyss
583,Plasma Angler Flux,Epic,Blackwater Trenches
584,Hydra Shark Delta,Legendary,Deep Abyss
585,Neon Carp Cipher,Epic,Flooded Metro
586,Solar Snapper VX,Common,Neon Harbor
587,Static Carp Protocol,Legendary,Skywater Reservoir
588,Vapor Seahorse Cipher,Epic,Frozen Docks
589,Drift Shark Flux,Epic,Deep Abyss
590,Nova Squid Ultra,Legendary,Neon Harbor
591,Titan Marlin Zero,Legendary,Toxic Reefs
592,Lunar Angler Nova,Legendary,Frozen Docks
593,Echo Jelly X,Common,Flooded Metro
594,Drift Ray Core,Rare,Frozen Docks
595,Echo Snapper Delta,Legendary,Blackwater Trenches
596,Abyss Guppy Nova,Epic,Neon Harbor
597,Ghost Marlin Zero,Common,Blackwater Trenches
598,Circuit Manta Omega,Uncommon,Deep Abyss
599,Vapor Ray Zero,Common,Flooded Metro
600,Plasma Crawler Delta,Epic,Neon Harbor
601,Neon Jelly Prime,Epic,Frozen Docks
602,Ghost Dragonfish Core,Uncommon,Blackwater Trenches
603,Nano Swordfish Omega,Common,Blackwater Trenches
604,Solar Kraken Echo,Legendary,Frozen Docks
605,Nova Manta Core,Epic,Corporate Canals
606,Holo Snapper Prime,Rare,Skywater Reservoir
607,Void Tuna MK-II,Legendary,Deep Abyss
608,Echo Dragonfish Cipher,Common,Deep Abyss
609,Abyss Catfish Flux,Uncommon,Neon Harbor
610,Crystal Koi Omega,Rare,Deep Abyss
611,Obsidian Marlin MK-II,Uncommon,Toxic Reefs
612,Cyber Whale Ultra,Common,Corporate Canals
613,Vapor Whale MK-II,Common,Flooded Metro
614,Chrome Perch Protocol,Uncommon,Neon Harbor
615,Quantum Skipper Flux,Common,Deep Abyss
616,Venom Snapper VX,Legendary,Deep Abyss
617,Titan Stingray Vortex,Epic,Blackwater Trenches
618,Grim Salmon Vortex,Uncommon,Corporate Canals
619,Grim Perch Cipher,Common,Corporate Canals
620,Chrome Kraken Ultra,Legendary,Toxic Reefs
621,Circuit Shark Echo,Uncommon,Corporate Canals
622,Radiant Manta MK-I,Epic,Deep Abyss
623,Nova Whale MK-II,Epic,Deep Abyss
624,Solar Leviathan Ultra,Rare,Skywater Reservoir
625,Solar Marlin Ion,Rare,Deep Abyss
626,Circuit Koi Pulse,Rare,Neon Harbor
627,Scarlet Salmon Prime,Uncommon,Flooded Metro
628,Void Guppy Omega,Legendary,Blackwater Trenches
629,Storm Dragonfish Reactor,Legendary,Flooded Metro
630,Echo Leviathan Zero,Epic,Neon Harbor
631,Neon Carp Vortex,Common,Corporate Canals
632,Cyber Whale Flux,Legendary,Neon Harbor
633,Chrome Snapper Vortex,Epic,Flooded Metro
634,Chrome Tuna Core,Legendary,Deep Abyss
635,Turbo Koi Omega,Uncommon,Blackwater Trenches
636,Grim Salmon Ultra,Uncommon,Skywater Reservoir
637,Radiant Salmon Core,Rare,Blackwater Trenches
638,Abyss Koi Ultra,Rare,Skywater Reservoir
639,Quantum Dragonfish Ultra,Rare,Corporate Canals
640,Hydra Skipper Vortex,Legendary,Neon Harbor
641,Chrome Pike MK-I,Legendary,Skywater Reservoir
642,Nano Dragonfish Ion,Epic,Toxic Reefs
643,Static Jelly Vortex,Epic,Neon Harbor
644,Glitch Minnow Prime,Epic,Frozen Docks
645,Quantum Angler Delta,Legendary,Frozen Docks
646,Chrome Minnow Vortex,Legendary,Deep Abyss
647,Nano Kraken Nova,Epic,Flooded Metro
648,Plasma Guppy Protocol,Uncommon,Deep Abyss
649,Vapor Guppy MK-II,Epic,Corporate Canals
650,Crystal Marlin Zero,Common,Blackwater Trenches
651,Titan Eel X,Uncommon,Flooded Metro
652,Pulse Bass Ultra,Common,Toxic Reefs
653,Vapor Catfish Reactor,Rare,Frozen Docks
654,Abyss Bass Core,Legendary,Deep Abyss
655,Quantum Skipper Specter,Common,Deep Abyss
656,Titan Ray Specter,Uncommon,Skywater Reservoir
657,Pulse Stingray Zero,Uncommon,Toxic Reefs
658,Obsidian Tuna Delta,Uncommon,Corporate Canals
659,Pulse Perch X,Epic,Neon Harbor
660,Pulse Perch MK-II,Rare,Flooded Metro
661,Static Marlin Core,Epic,Neon Harbor
662,Obsidian Shark Flux,Epic,Toxic Reefs
663,Hydra Jelly Specter,Common,Frozen Docks
664,Plasma Ray MK-II,Rare,Deep Abyss
665,Venom Manta Ultra,Common,Blackwater Trenches
666,Drift Squid Delta,Legendary,Blackwater Trenches
667,Turbo Swordfish Nova,Common,Deep Abyss
668,Ghost Carp Delta,Uncommon,Blackwater Trenches
669,Holo Whale Flux,Legendary,Neon Harbor
670,Turbo Manta Specter,Epic,Frozen Docks
671,Grim Angler Delta,Rare,Frozen Docks
672,Crystal Seahorse Echo,Rare,Corporate Canals
673,Turbo Snapper Flux,Uncommon,Skywater Reservoir
674,Titan Leviathan X,Uncommon,Neon Harbor
675,Grim Jelly VX,Legendary,Skywater Reservoir
676,Quantum Shark Zero,Epic,Blackwater Trenches
677,Scarlet Leviathan Flux,Legendary,Toxic Reefs
678,Scarlet Swordfish MK-I,Common,Neon Harbor
679,Plasma Barracuda Pulse,Rare,Neon Harbor
680,Drift Kraken Omega,Legendary,Frozen Docks
681,Crystal Whale Pulse,Legendary,Neon Harbor
682,Pulse Guppy Core,Epic,Toxic Reefs
683,Nova Guppy Vortex,Common,Blackwater Trenches
684,Radiant Dragonfish Protocol,Legendary,Toxic Reefs
685,Scarlet Manta Vortex,Legendary,Frozen Docks
686,Turbo Salmon Core,Common,Blackwater Trenches
687,Radiant Angler MK-II,Rare,Toxic Reefs
688,Static Barracuda Reactor,Epic,Corporate Canals
689,Venom Swordfish Core,Uncommon,Frozen Docks
690,Storm Marlin Nova,Common,Skywater Reservoir
691,Nova Dragonfish Delta,Epic,Flooded Metro
692,Echo Shark Pulse,Common,Corporate Canals
693,Solar Guppy Omega,Rare,Neon Harbor
694,Quantum Koi Reactor,Legendary,Frozen Docks
695,Quantum Guppy VX,Legendary,Deep Abyss
696,Neon Eel Vortex,Epic,Deep Abyss
697,Quantum Skipper Echo,Epic,Deep Abyss
698,Drift Squid Ultra,Uncommon,Deep Abyss
699,Titan Pike Vortex,Rare,Flooded Metro
700,Echo Angler Reactor,Uncommon,Deep Abyss
701,Chrome Carp Specter,Legendary,Blackwater Trenches
702,Storm Angler Delta,Rare,Toxic Reefs
703,Echo Guppy Prime,Uncommon,Deep Abyss
704,Neon Squid MK-I,Legendary,Blackwater Trenches
705,Neon Angler Prime,Rare,Blackwater Trenches
706,Chrome Guppy Delta,Rare,Blackwater Trenches
707,Venom Stingray Vortex,Uncommon,Deep Abyss
708,Crystal Leviathan Zero,Rare,Toxic Reefs
709,Turbo Pike Prime,Epic,Frozen Docks
710,Echo Stingray Flux,Uncommon,Skywater Reservoir
711,Lunar Crawler Ultra,Uncommon,Blackwater Trenches
712,Circuit Perch Reactor,Legendary,Deep Abyss
713,Cyber Barracuda MK-II,Legendary,Toxic Reefs
714,Titan Carp Prime,Rare,Corporate Canals
715,Chrome Crawler Nova,Uncommon,Skywater Reservoir
716,Plasma Catfish Core,Legendary,Flooded Metro
717,Titan Snapper Nova,Legendary,Flooded Metro
718,Void Jelly MK-I,Rare,Blackwater Trenches
719,Turbo Perch Prime,Rare,Frozen Docks
720,Pulse Shark Delta,Legendary,Corporate Canals
721,Static Perch Ion,Epic,Skywater Reservoir
722,Vapor Skipper Vortex,Epic,Flooded Metro
723,Holo Eel Cipher,Uncommon,Deep Abyss
724,Holo Barracuda Protocol,Rare,Blackwater Trenches
725,Echo Piranha Nova,Common,Flooded Metro
726,Holo Marlin Zero,Common,Neon Harbor
727,Venom Bass X,Legendary,Blackwater Trenches
728,Glitch Squid MK-I,Common,Deep Abyss
729,Chrome Perch Delta,Epic,Blackwater Trenches
730,Pulse Kraken Prime,Epic,Neon Harbor
731,Neon Stingray MK-I,Epic,Flooded Metro
732,Quantum Eel Omega,Uncommon,Neon Harbor
733,Lunar Jelly MK-I,Epic,Flooded Metro
734,Crystal Perch Pulse,Legendary,Toxic Reefs
735,Crystal Catfish Pulse,Epic,Toxic Reefs
736,Grim Seahorse Ion,Rare,Flooded Metro
737,Drift Jelly Pulse,Legendary,Frozen Docks
738,Vapor Skipper Ultra,Epic,Toxic Reefs
739,Titan Piranha Pulse,Rare,Neon Harbor
740,Scarlet Eel Protocol,Legendary,Neon Harbor
741,Neon Pike Flux,Epic,Neon Harbor
742,Holo Squid Flux,Rare,Neon Harbor
743,Cyber Angler Specter,Rare,Frozen Docks
744,Nano Piranha Echo,Uncommon,Neon Harbor
745,Abyss Kraken VX,Rare,Skywater Reservoir
746,Obsidian Guppy Delta,Common,Deep Abyss
747,Titan Koi Protocol,Common,Deep Abyss
748,Nova Jelly Ion,Epic,Frozen Docks
749,Hydra Skipper Cipher,Uncommon,Flooded Metro
750,Nano Angler Delta,Legendary,Corporate Canals
751,Holo Salmon Prime,Epic,Neon Harbor
752,Chrome Crawler VX,Uncommon,Neon Harbor
753,Turbo Swordfish Omega,Legendary,Blackwater Trenches
754,Grim Kraken Zero,Legendary,Flooded Metro
755,Glitch Manta Prime,Rare,Frozen Docks
756,Chrome Pike Core,Common,Skywater Reservoir
757,Titan Bass Prime,Rare,Neon Harbor
758,Quantum Leviathan Specter,Legendary,Corporate Canals
759,Lunar Manta Ion,Common,Corporate Canals
760,Ghost Kraken Cipher,Epic,Deep Abyss
761,Quantum Squid X,Common,Deep Abyss
762,Obsidian Snapper Nova,Uncommon,Corporate Canals
763,Nano Perch Reactor,Common,Corporate Canals
764,Quantum Squid Flux,Legendary,Corporate Canals
765,Echo Squid Echo,Legendary,Toxic Reefs
766,Plasma Angler Protocol,Rare,Toxic Reefs
767,Hydra Guppy Ion,Rare,Flooded Metro
768,Ghost Snapper Omega,Common,Deep Abyss
769,Titan Piranha MK-II,Rare,Corporate Canals
770,Chrome Skipper Protocol,Common,Blackwater Trenches
771,Obsidian Minnow Pulse,Epic,Neon Harbor
772,Solar Shark Pulse,Uncommon,Skywater Reservoir
773,Venom Catfish Ion,Common,Flooded Metro
774,Obsidian Stingray MK-II,Epic,Neon Harbor
775,Nano Angler Ion,Common,Skywater Reservoir
776,Scarlet Catfish Core,Legendary,Skywater Reservoir
777,Circuit Carp Echo,Legendary,Neon Harbor
778,Void Snapper MK-II,Common,Frozen Docks
779,Drift Skipper Reactor,Common,Deep Abyss
780,Void Carp Cipher,Uncommon,Toxic Reefs
781,Cyber Stingray Ion,Legendary,Neon Harbor
782,Titan Minnow Cipher,Epic,Skywater Reservoir
783,Nova Koi Protocol,Epic,Deep Abyss
784,Solar Snapper Prime,Epic,Toxic Reefs
785,Scarlet Crawler Reactor,Legendary,Flooded Metro
786,Crystal Stingray Reactor,Uncommon,Blackwater Trenches
787,Scarlet Snapper Vortex,Legendary,Corporate Canals
788,Turbo Crawler MK-I,Legendary,Flooded Metro
789,Solar Snapper Zero,Rare,Corporate Canals
790,Void Angler Cipher,Common,Frozen Docks
791,Nano Ray MK-II,Epic,Skywater Reservoir
792,Glitch Bass Echo,Rare,Flooded Metro
793,Abyss Catfish Delta,Common,Corporate Canals
794,Solar Jelly Echo,Rare,Neon Harbor
795,Scarlet Squid Nova,Rare,Blackwater Trenches
796,Lunar Tuna X,Common,Deep Abyss
797,Scarlet Barracuda Omega,Legendary,Neon Harbor
798,Crystal Stingray Flux,Legendary,Skywater Reservoir
799,Obsidian Marlin Delta,Uncommon,Frozen Docks
800,Pulse Manta X,Common,Frozen Docks
801,Vapor Crawler Ultra,Uncommon,Skywater Reservoir
802,Venom Shark Delta,Epic,Deep Abyss
803,Hydra Perch Prime,Legendary,Neon Harbor
804,Plasma Shark Echo,Epic,Deep Abyss
805,Abyss Catfish Core,Legendary,Flooded Metro
806,Lunar Stingray Nova,Epic,Toxic Reefs
807,Echo Barracuda Delta,Legendary,Deep Abyss
808,Void Seahorse Pulse,Epic,Skywater Reservoir
809,Titan Whale MK-II,Rare,Deep Abyss
810,Pulse Marlin Protocol,Legendary,Corporate Canals
811,Radiant Perch VX,Common,Blackwater Trenches
812,Void Squid Echo,Common,Skywater Reservoir
813,Radiant Jelly Cipher,Legendary,Blackwater Trenches
814,Radiant Marlin MK-II,Common,Deep Abyss
815,Solar Stingray VX,Uncommon,Corporate Canals
816,Circuit Pike Specter,Rare,Corporate Canals
817,Circuit Koi Flux,Legendary,Blackwater Trenches
818,Crystal Guppy VX,Epic,Flooded Metro
819,Nova Skipper Zero,Common,Corporate Canals
820,Obsidian Pike Core,Epic,Frozen Docks
821,Turbo Dragonfish Omega,Common,Deep Abyss
822,Vapor Marlin Echo,Common,Skywater Reservoir
823,Echo Salmon Nova,Epic,Toxic Reefs
824,Storm Koi Cipher,Common,Toxic Reefs
825,Glitch Marlin X,Common,Deep Abyss
826,Turbo Crawler Ultra,Epic,Neon Harbor
827,Radiant Manta Echo,Common,Corporate Canals
828,Chrome Kraken Specter,Legendary,Skywater Reservoir
829,Plasma Swordfish Vortex,Legendary,Skywater Reservoir
830,Chrome Bass Zero,Common,Deep Abyss
831,Storm Piranha Echo,Uncommon,Toxic Reefs
832,Quantum Perch Omega,Legendary,Toxic Reefs
833,Quantum Eel Pulse,Uncommon,Skywater Reservoir
834,Glitch Perch Protocol,Rare,Toxic Reefs
835,Echo Angler Nova,Epic,Deep Abyss
836,Circuit Bass Ion,Legendary,Frozen Docks
837,Chrome Marlin Cipher,Common,Frozen Docks
838,Glitch Pike Cipher,Uncommon,Corporate Canals
839,Ghost Manta Omega,Uncommon,Toxic Reefs
840,Glitch Squid Reactor,Rare,Neon Harbor
841,Storm Perch Cipher,Legendary,Neon Harbor
842,Crystal Stingray Zero,Rare,Skywater Reservoir
843,Void Pike Core,Legendary,Frozen Docks
844,Void Manta MK-II,Common,Corporate Canals
845,Vapor Snapper Cipher,Epic,Neon Harbor
846,Plasma Carp Core,Epic,Skywater Reservoir
847,Circuit Minnow Protocol,Epic,Skywater Reservoir
848,Titan Jelly Protocol,Legendary,Deep Abyss
849,Plasma Stingray MK-II,Common,Frozen Docks
850,Turbo Whale Nova,Common,Toxic Reefs
851,Hydra Catfish X,Common,Toxic Reefs
852,Titan Jelly Flux,Rare,Corporate Canals
853,Nova Manta Protocol,Legendary,Corporate Canals
854,Solar Seahorse Echo,Common,Flooded Metro
855,Hydra Pike Flux,Rare,Frozen Docks
856,Plasma Pike VX,Epic,Corporate Canals
857,Static Piranha Specter,Common,Deep Abyss
858,Neon Salmon Core,Epic,Frozen Docks
859,Obsidian Tuna Flux,Common,Toxic Reefs
860,Neon Tuna MK-I,Rare,Skywater Reservoir
861,Hydra Bass Flux,Uncommon,Skywater Reservoir
862,Chrome Stingray MK-II,Epic,Neon Harbor
863,Turbo Salmon X,Common,Skywater Reservoir
864,Vapor Pike Core,Rare,Frozen Docks
865,Nova Piranha MK-II,Rare,Skywater Reservoir
866,Venom Piranha Vortex,Legendary,Deep Abyss
867,Vapor Stingray Specter,Epic,Deep Abyss
868,Nano Manta Cipher,Legendary,Deep Abyss
869,Turbo Angler Reactor,Legendary,Frozen Docks
870,Nano Ray Protocol,Uncommon,Neon Harbor
871,Circuit Stingray Protocol,Uncommon,Deep Abyss
872,Nano Carp Cipher,Uncommon,Toxic Reefs
873,Obsidian Perch Flux,Rare,Deep Abyss
874,Radiant Ray VX,Epic,Toxic Reefs
875,Plasma Stingray Echo,Uncommon,Blackwater Trenches
876,Ghost Swordfish Cipher,Legendary,Blackwater Trenches
877,Static Guppy MK-I,Rare,Skywater Reservoir
878,Lunar Barracuda Prime,Rare,Frozen Docks
879,Radiant Ray X,Legendary,Blackwater Trenches
880,Nano Eel Specter,Epic,Skywater Reservoir
881,Circuit Ray Cipher,Epic,Neon Harbor
882,Hydra Bass Vortex,Rare,Skywater Reservoir
883,Lunar Marlin Zero,Epic,Frozen Docks
884,Holo Piranha Omega,Epic,Skywater Reservoir
885,Vapor Perch Echo,Rare,Blackwater Trenches
886,Ghost Ray Ion,Rare,Flooded Metro
887,Hydra Perch Ion,Legendary,Skywater Reservoir
888,Echo Carp Omega,Common,Frozen Docks
889,Drift Minnow Specter,Legendary,Neon Harbor
890,Grim Jelly Protocol,Epic,Neon Harbor
891,Nano Whale Reactor,Rare,Frozen Docks
892,Storm Dragonfish MK-II,Common,Corporate Canals
893,Drift Leviathan Reactor,Legendary,Skywater Reservoir
894,Neon Shark Flux,Common,Neon Harbor
895,Nova Perch Nova,Uncommon,Neon Harbor
896,Cyber Carp Vortex,Common,Corporate Canals
897,Chrome Minnow Nova,Legendary,Skywater Reservoir
898,Drift Crawler Ultra,Uncommon,Frozen Docks
899,Holo Swordfish Ion,Rare,Corporate Canals
900,Ghost Marlin MK-II,Uncommon,Deep Abyss
901,Nano Marlin Protocol,Legendary,Neon Harbor
902,Storm Skipper VX,Epic,Skywater Reservoir
903,Crystal Minnow MK-I,Uncommon,Deep Abyss
904,Titan Angler X,Uncommon,Deep Abyss
905,Radiant Angler Protocol,Common,Frozen Docks
906,Static Catfish VX,Legendary,Deep Abyss
907,Turbo Angler Core,Epic,Toxic Reefs
908,Radiant Salmon Vortex,Rare,Toxic Reefs
909,Plasma Skipper Prime,Uncommon,Frozen Docks
910,Crystal Manta MK-I,Legendary,Corporate Canals
911,Quantum Dragonfish X,Rare,Flooded Metro
912,Crystal Tuna X,Rare,Corporate Canals
913,Drift Perch Ion,Legendary,Frozen Docks
914,Echo Tuna Echo,Legendary,Deep Abyss
915,Titan Leviathan Delta,Rare,Flooded Metro
916,Abyss Skipper Core,Epic,Corporate Canals
917,Scarlet Seahorse Echo,Uncommon,Neon Harbor
918,Ghost Marlin Ultra,Legendary,Skywater Reservoir
919,Hydra Crawler Specter,Rare,Toxic Reefs
920,Glitch Catfish MK-II,Rare,Frozen Docks
921,Quantum Piranha VX,Rare,Skywater Reservoir
922,Plasma Crawler Zero,Rare,Toxic Reefs
923,Nova Perch Vortex,Common,Skywater Reservoir
924,Nano Manta Core,Epic,Frozen Docks
925,Echo Whale VX,Uncommon,Flooded Metro
926,Plasma Ray Ultra,Rare,Neon Harbor
927,Pulse Tuna Cipher,Common,Toxic Reefs
928,Scarlet Skipper MK-II,Epic,Blackwater Trenches
929,Obsidian Bass MK-II,Epic,Skywater Reservoir
930,Static Eel Pulse,Uncommon,Frozen Docks
931,Lunar Manta Ultra,Common,Blackwater Trenches
932,Titan Kraken Specter,Uncommon,Toxic Reefs
933,Holo Eel Ion,Common,Frozen Docks
934,Void Eel Pulse,Common,Skywater Reservoir
935,Nova Tuna MK-I,Common,Skywater Reservoir
936,Circuit Skipper Nova,Common,Neon Harbor
937,Drift Whale Ultra,Rare,Blackwater Trenches
938,Radiant Jelly Delta,Common,Frozen Docks
939,Turbo Bass Echo,Common,Flooded Metro
940,Holo Koi Ultra,Uncommon,Blackwater Trenches
941,Ghost Snapper Vortex,Epic,Deep Abyss
942,Radiant Manta Omega,Epic,Skywater Reservoir
943,Void Piranha Zero,Uncommon,Neon Harbor
944,Crystal Squid Zero,Epic,Corporate Canals
945,Vapor Piranha MK-I,Legendary,Blackwater Trenches
946,Lunar Koi Delta,Common,Skywater Reservoir
947,Drift Seahorse Ultra,Rare,Neon Harbor
948,Pulse Dragonfish Reactor,Legendary,Neon Harbor
949,Venom Salmon Echo,Legendary,Blackwater Trenches
950,Obsidian Jelly Ion,Common,Flooded Metro
951,Nano Angler Cipher,Legendary,Skywater Reservoir
952,Nova Shark Vortex,Epic,Corporate Canals
953,Quantum Marlin Ultra,Epic,Frozen Docks
954,Echo Marlin Core,Legendary,Flooded Metro
955,Circuit Squid Echo,Epic,Deep Abyss
956,Neon Catfish X,Epic,Skywater Reservoir
957,Nano Angler Omega,Legendary,Frozen Docks
958,Nova Catfish Omega,Epic,Blackwater Trenches
959,Solar Bass Zero,Epic,Skywater Reservoir
960,Storm Minnow Cipher,Uncommon,Corporate Canals
961,Solar Crawler Delta,Epic,Frozen Docks
962,Void Minnow VX,Common,Skywater Reservoir
963,Quantum Crawler Core,Rare,Neon Harbor
964,Glitch Seahorse Cipher,Rare,Neon Harbor
965,Void Stingray Flux,Rare,Frozen Docks
966,Ghost Barracuda Ultra,Common,Flooded Metro
967,Nova Shark Delta,Uncommon,Neon Harbor
968,Titan Seahorse Specter,Epic,Toxic Reefs
969,Turbo Marlin Delta,Rare,Frozen Docks
970,Grim Bass Specter,Legendary,Skywater Reservoir
971,Hydra Squid Ultra,Legendary,Skywater Reservoir
972,Grim Kraken Vortex,Legendary,Blackwater Trenches
973,Cyber Barracuda VX,Common,Frozen Docks
974,Solar Kraken Reactor,Rare,Corporate Canals
975,Turbo Marlin MK-I,Legendary,Toxic Reefs
976,Neon Marlin Ion,Uncommon,Blackwater Trenches
977,Drift Stingray MK-I,Epic,Corporate Canals
978,Titan Catfish Reactor,Epic,Flooded Metro
979,Solar Stingray Pulse,Epic,Blackwater Trenches
980,Echo Bass Reactor,Rare,Blackwater Trenches
981,Turbo Kraken Specter,Legendary,Neon Harbor
982,Drift Angler Nova,Legendary,Frozen Docks
983,Nova Swordfish Flux,Common,Frozen Docks
984,Grim Salmon Zero,Uncommon,Deep Abyss
985,Neon Skipper Ultra,Common,Flooded Metro
986,Grim Crawler Flux,Uncommon,Corporate Canals
987,Turbo Whale Prime,Rare,Corporate Canals
988,Lunar Tuna Protocol,Rare,Neon Harbor
989,Vapor Seahorse Omega,Rare,Flooded Metro
990,Grim Squid Reactor,Common,Frozen Docks
991,Storm Tuna MK-I,Epic,Skywater Reservoir
992,Obsidian Angler Zero,Common,Frozen Docks
993,Drift Perch Reactor,Common,Corporate Canals
994,Crystal Whale Reactor,Legendary,Frozen Docks
995,Turbo Dragonfish X,Rare,Toxic Reefs
996,Venom Angler MK-I,Epic,Toxic Reefs
997,Scarlet Perch Echo,Epic,Skywater Reservoir
998,Quantum Manta MK-I,Rare,Skywater Reservoir
999,Nova Pike MK-I,Common,Deep Abyss
1000,Turbo Perch Reactor,Uncommon,Toxic Reefs
